dt,AverageTemperature,AverageTemperatureUncertainty,Country
1997-01-01,14743,189,Mexico
1997-02-01,16.561999999999998,131,Mexico
1997-03-01,19.703000000000007,292,Mexico
1997-04-01,19879,163,Mexico
1997-05-01,23644,179,Mexico
1997-06-01,25.444000000000003,0.16899999999999998,Mexico
1997-07-01,25.706999999999997,265,Mexico
1997-08-01,25779,234,Mexico
1997-09-01,24.785999999999998,205,Mexico
1997-10-01,21144,192,Mexico
1997-11-01,18704,147,Mexico
1997-12-01,14688,199,Mexico
1998-01-01,16047,256,Mexico
1998-02-01,16.311999999999998,161,Mexico
1998-03-01,18765,174,Mexico
1998-04-01,21346,132,Mexico
1998-05-01,24893,171,Mexico
1998-06-01,26926,0.16899999999999998,Mexico
1998-07-01,26265,253,Mexico
1998-08-01,25.648000000000003,175,Mexico
1998-09-01,24.636999999999997,187,Mexico
1998-10-01,22.14,101,Mexico
1998-11-01,19407,103,Mexico
1998-12-01,15995,257,Mexico
1999-01-01,15772,269,Mexico
1999-02-01,17.9,0.26,Mexico
1999-03-01,19.477999999999998,108,Mexico
1999-04-01,22.11,219,Mexico
1999-05-01,24425,183,Mexico
1999-06-01,25277,262,Mexico
1999-07-01,24632,285,Mexico
1999-08-01,25.281999999999996,0.2,Mexico
1999-09-01,24143,309,Mexico
1999-10-01,21241,282,Mexico
1999-11-01,18445,212,Mexico
1999-12-01,14837,156,Mexico
2000-01-01,16099,214,Mexico
2000-02-01,18049,213,Mexico
2000-03-01,19951,159,Mexico
2000-04-01,22275,211,Mexico
2000-05-01,24.8,202,Mexico
2000-06-01,24765,242,Mexico
2000-07-01,25.811999999999998,258,Mexico
2000-08-01,24857,359,Mexico
2000-09-01,24482,276,Mexico
2000-10-01,20929,207,Mexico
2000-11-01,17.58,197,Mexico
2000-12-01,15186,232,Mexico
2001-01-01,14828,194,Mexico
2001-02-01,17349,0.28600000000000003,Mexico
2001-03-01,18.424000000000003,155,Mexico
2001-04-01,21982,245,Mexico
2001-05-01,24108,285,Mexico
2001-06-01,25.566999999999997,337,Mexico
2001-07-01,25536,0.28600000000000003,Mexico
2001-08-01,25489,182,Mexico
2001-09-01,24.278000000000002,321,Mexico
2001-10-01,21665,0.21600000000000005,Mexico
2001-11-01,18745,208,Mexico
2001-12-01,15625,255,Mexico
2002-01-01,15748,327,Mexico
2002-02-01,16.151999999999994,208,Mexico
2002-03-01,19208,172,Mexico
2002-04-01,22881,237,Mexico
2002-05-01,24824,203,Mexico
2002-06-01,25705,109,Mexico
2002-07-01,25123,328,Mexico
2002-08-01,25568,225,Mexico
2002-09-01,24142,0.25,Mexico
2002-10-01,21871,261,Mexico
2002-11-01,18011,231,Mexico
2002-12-01,15467,301,Mexico
2003-01-01,15.880999999999998,275,Mexico
2003-02-01,17.294999999999998,249,Mexico
2003-03-01,19288,151,Mexico
2003-04-01,21.84,236,Mexico
2003-05-01,25305,187,Mexico
2003-06-01,25.519000000000002,303,Mexico
2003-07-01,25307,375,Mexico
2003-08-01,25298,366,Mexico
2003-09-01,24013,0.26,Mexico
2003-10-01,21.886999999999997,337,Mexico
2003-11-01,19116,168,Mexico
2003-12-01,15204,315,Mexico
2004-01-01,15149,0.29100000000000004,Mexico
2004-02-01,15.954999999999998,213,Mexico
2004-03-01,20268,146,Mexico
2004-04-01,21085,181,Mexico
2004-05-01,24006,219,Mexico
2004-06-01,25076,0.28600000000000003,Mexico
2004-07-01,25417,246,Mexico
2004-08-01,25232,227,Mexico
2004-09-01,23601,134,Mexico
2004-10-01,22045,228,Mexico
2004-11-01,17935,166,Mexico
2004-12-01,15329,165,Mexico
2005-01-01,16441,161,Mexico
2005-02-01,16.869999999999994,235,Mexico
2005-03-01,18.947000000000006,136,Mexico
2005-04-01,21911,0.21600000000000005,Mexico
2005-05-01,24073,124,Mexico
2005-06-01,26095,0.22,Mexico
2005-07-01,26002,187,Mexico
2005-08-01,25074,207,Mexico
2005-09-01,24994,212,Mexico
2005-10-01,21.671999999999997,175,Mexico
2005-11-01,18756,232,Mexico
2005-12-01,16127,226,Mexico
2006-01-01,16098,295,Mexico
2006-02-01,17518,246,Mexico
2006-03-01,19.793000000000006,328,Mexico
2006-04-01,22982,267,Mexico
2006-05-01,24538,306,Mexico
2006-06-01,25751,245,Mexico
2006-07-01,25.613000000000003,234,Mexico
2006-08-01,25.066999999999997,218,Mexico
2006-09-01,23.840999999999998,207,Mexico
2006-10-01,21.805999999999997,177,Mexico
2006-11-01,18755,136,Mexico
2006-12-01,15255,181,Mexico
2007-01-01,14467,177,Mexico
2007-02-01,16865,0.25,Mexico
2007-03-01,19.776000000000003,215,Mexico
2007-04-01,21353,0.21,Mexico
2007-05-01,23885,0.16,Mexico
2007-06-01,25431,262,Mexico
2007-07-01,25114,177,Mexico
2007-08-01,25.194000000000006,166,Mexico
2007-09-01,24086,253,Mexico
2007-10-01,21.726999999999997,156,Mexico
2007-11-01,18816,182,Mexico
2007-12-01,16238,264,Mexico
2008-01-01,15258,0.21600000000000005,Mexico
2008-02-01,17707,246,Mexico
2008-03-01,19088,0.25,Mexico
2008-04-01,22.226999999999997,147,Mexico
2008-05-01,24351,131,Mexico
2008-06-01,25837,243,Mexico
2008-07-01,24776,0.13699999999999998,Mexico
2008-08-01,24.840999999999998,0.23,Mexico
2008-09-01,23229,241,Mexico
2008-10-01,21.35,226,Mexico
2008-11-01,18207,116,Mexico
2008-12-01,16152,211,Mexico
2009-01-01,16354,243,Mexico
2009-02-01,17954,0.28300000000000003,Mexico
2009-03-01,19.796000000000006,182,Mexico
2009-04-01,21955,122,Mexico
2009-05-01,24.741999999999997,213,Mexico
2009-06-01,25.738000000000003,184,Mexico
2009-07-01,26518,313,Mexico
2009-08-01,25.976999999999997,215,Mexico
2009-09-01,24169,0.17600000000000002,Mexico
2009-10-01,21.828000000000003,161,Mexico
2009-11-01,18.339000000000002,253,Mexico
2009-12-01,15183,126,Mexico
2010-01-01,14.67,227,Mexico
2010-02-01,15343,192,Mexico
2010-03-01,18291,0.21600000000000005,Mexico
2010-04-01,21358,197,Mexico
2010-05-01,24529,206,Mexico
2010-06-01,26187,208,Mexico
2010-07-01,25.1,227,Mexico
2010-08-01,25.726000000000006,271,Mexico
2010-09-01,24256,239,Mexico
2010-10-01,21.331999999999997,0.17,Mexico
2010-11-01,17.907999999999994,0.2,Mexico
2010-12-01,15535,0.26,Mexico
2011-01-01,15337,272,Mexico
2011-02-01,16426,241,Mexico
2011-03-01,20615,224,Mexico
2011-04-01,23347,232,Mexico
2011-05-01,24842,277,Mexico
2011-06-01,26.493000000000002,358,Mexico
2011-07-01,25611,231,Mexico
2011-08-01,26.261999999999997,0.16699999999999998,Mexico
2011-09-01,24834,126,Mexico
2011-10-01,21836,132,Mexico
2011-11-01,18449,313,Mexico
2011-12-01,15.14,371,Mexico
2012-01-01,16185,386,Mexico
2012-02-01,16951,241,Mexico
2012-03-01,19.947000000000006,213,Mexico
2012-04-01,22474,327,Mexico
2012-05-01,24.956999999999997,222,Mexico
2012-06-01,26097,338,Mexico
2012-07-01,25.298000000000002,0.5,Mexico
2012-08-01,25.680999999999997,336,Mexico
2012-09-01,24224,222,Mexico
2012-10-01,22289,399,Mexico
2012-11-01,19107,0.38,Mexico
2012-12-01,16619,0.33,Mexico
2013-01-01,15.299000000000001,301,Mexico
2013-02-01,17361,305,Mexico
2013-03-01,19.421000000000006,0.29100000000000004,Mexico
2013-04-01,21986,273,Mexico
2013-05-01,24.113000000000003,294,Mexico
2013-06-01,26225,201,Mexico
2013-07-01,25.304000000000002,251,Mexico
2013-08-01,25274,344,Mexico
2013-09-01,24.99,1026,Mexico
1855-05-01,19725,1098,Peru
1855-06-01,18305,1034,Peru
1855-07-01,,,Peru
1855-08-01,18.894000000000002,997,Peru
1855-09-01,18907,946,Peru
1855-10-01,18979,1111,Peru
1855-11-01,19369,1004,Peru
1855-12-01,18433,1629,Peru
1856-01-01,,,Peru
1856-02-01,,,Peru
1856-03-01,,,Peru
1856-04-01,,,Peru
1856-05-01,,,Peru
1856-06-01,,,Peru
1856-07-01,,,Peru
1856-08-01,,,Peru
1856-09-01,,,Peru
1856-10-01,,,Peru
1856-11-01,,,Peru
1856-12-01,,,Peru
1857-01-01,,,Peru
1857-02-01,,,Peru
1857-03-01,,,Peru
1857-04-01,,,Peru
1857-05-01,,,Peru
1857-06-01,,,Peru
1857-07-01,,,Peru
1857-08-01,,,Peru
1857-09-01,,,Peru
1857-10-01,,,Peru
1857-11-01,,,Peru
1857-12-01,,,Peru
1858-01-01,,,Peru
1858-02-01,,,Peru
1858-03-01,,,Peru
1858-04-01,,,Peru
1858-05-01,,,Peru
1858-06-01,,,Peru
1858-07-01,,,Peru
1858-08-01,,,Peru
1858-09-01,,,Peru
1858-10-01,,,Peru
1858-11-01,,,Peru
1858-12-01,,,Peru
1859-01-01,,,Peru
1859-02-01,,,Peru
1859-03-01,,,Peru
1859-04-01,,,Peru
1859-05-01,,,Peru
1859-06-01,,,Peru
1859-07-01,,,Peru
1859-08-01,,,Peru
1859-09-01,,,Peru
1859-10-01,,,Peru
1859-11-01,,,Peru
1859-12-01,,,Peru
1860-01-01,,,Peru
1860-02-01,,,Peru
1860-03-01,,,Peru
1860-04-01,,,Peru
1860-05-01,,,Peru
1860-06-01,,,Peru
1860-07-01,,,Peru
1860-08-01,,,Peru
1860-09-01,,,Peru
1860-10-01,,,Peru
1860-11-01,,,Peru
1860-12-01,,,Peru
1861-01-01,,,Peru
1861-02-01,,,Peru
1861-03-01,,,Peru
1861-04-01,,,Peru
1861-05-01,,,Peru
1861-06-01,,,Peru
1861-07-01,,,Peru
1861-08-01,,,Peru
1861-09-01,,,Peru
1861-10-01,,,Peru
1861-11-01,,,Peru
1861-12-01,,,Peru
1862-01-01,,,Peru
1862-02-01,,,Peru
1862-03-01,,,Peru
1862-04-01,,,Peru
1862-05-01,,,Peru
1862-06-01,,,Peru
1862-07-01,,,Peru
1862-08-01,,,Peru
1862-09-01,,,Peru
1862-10-01,,,Peru
1862-11-01,,,Peru
1862-12-01,,,Peru
1863-01-01,,,Peru
1863-02-01,,,Peru
1863-03-01,,,Peru
1863-04-01,,,Peru
1863-05-01,,,Peru
1863-06-01,,,Peru
1863-07-01,,,Peru
1863-08-01,,,Peru
1863-09-01,,,Peru
1863-10-01,,,Peru
1863-11-01,,,Peru
1863-12-01,,,Peru
1864-01-01,,,Peru
1864-02-01,,,Peru
1864-03-01,,,Peru
1864-04-01,,,Peru
1864-05-01,,,Peru
1864-06-01,,,Peru
1864-07-01,,,Peru
1864-08-01,,,Peru
1864-09-01,,,Peru
1864-10-01,,,Peru
1864-11-01,,,Peru
1864-12-01,,,Peru
1865-01-01,,,Peru
1865-02-01,,,Peru
1865-03-01,,,Peru
1865-04-01,,,Peru
1865-05-01,,,Peru
1865-06-01,,,Peru
1865-07-01,,,Peru
1865-08-01,,,Peru
1865-09-01,,,Peru
1865-10-01,,,Peru
1865-11-01,,,Peru
1865-12-01,,,Peru
1866-01-01,,,Peru
1866-02-01,,,Peru
1866-03-01,,,Peru
1866-04-01,,,Peru
1866-05-01,,,Peru
1866-06-01,,,Peru
1866-07-01,,,Peru
1866-08-01,,,Peru
1866-09-01,,,Peru
1866-10-01,,,Peru
1866-11-01,,,Peru
1866-12-01,,,Peru
1867-01-01,,,Peru
1867-02-01,,,Peru
1867-03-01,,,Peru
1867-04-01,,,Peru
1867-05-01,,,Peru
1867-06-01,,,Peru
1867-07-01,,,Peru
1867-08-01,,,Peru
1867-09-01,,,Peru
1867-10-01,,,Peru
1867-11-01,,,Peru
1867-12-01,,,Peru
1868-01-01,,,Peru
1868-02-01,,,Peru
1868-03-01,,,Peru
1868-04-01,,,Peru
1868-05-01,,,Peru
1868-06-01,,,Peru
1868-07-01,,,Peru
1868-08-01,,,Peru
1868-09-01,,,Peru
1868-10-01,,,Peru
1868-11-01,,,Peru
1868-12-01,,,Peru
1869-01-01,,,Peru
1869-02-01,,,Peru
1869-03-01,,,Peru
1869-04-01,,,Peru
1869-05-01,,,Peru
1869-06-01,,,Peru
1869-07-01,,,Peru
1869-08-01,,,Peru
1869-09-01,,,Peru
1869-10-01,,,Peru
1869-11-01,,,Peru
1869-12-01,,,Peru
1870-01-01,,,Peru
1870-02-01,,,Peru
1870-03-01,,,Peru
1870-04-01,,,Peru
1870-05-01,,,Peru
1870-06-01,,,Peru
1870-07-01,,,Peru
1870-08-01,,,Peru
1870-09-01,,,Peru
1870-10-01,,,Peru
1870-11-01,,,Peru
1870-12-01,,,Peru
1871-01-01,,,Peru
1871-02-01,,,Peru
1871-03-01,,,Peru
1871-04-01,,,Peru
1871-05-01,,,Peru
1871-06-01,,,Peru
1871-07-01,,,Peru
1871-08-01,,,Peru
1871-09-01,,,Peru
1871-10-01,,,Peru
1871-11-01,,,Peru
1871-12-01,,,Peru
1872-01-01,,,Peru
1872-02-01,,,Peru
1872-03-01,,,Peru
1872-04-01,,,Peru
1872-05-01,,,Peru
1872-06-01,,,Peru
1872-07-01,,,Peru
1872-08-01,,,Peru
1872-09-01,,,Peru
1872-10-01,,,Peru
1872-11-01,,,Peru
1872-12-01,,,Peru
1873-01-01,20248,1053,Peru
1873-02-01,20601,1188,Peru
1873-03-01,20.09,0.98,Peru
1873-04-01,19734,1347,Peru
1873-05-01,19653,1197,Peru
1873-06-01,19131,1321,Peru
1873-07-01,18.758000000000006,1003,Peru
1873-08-01,19258,1041,Peru
1873-09-01,19488,1142,Peru
1873-10-01,,,Peru
1873-11-01,,,Peru
1873-12-01,,,Peru
1874-01-01,20.328000000000007,1408,Peru
1874-02-01,20.508000000000003,1169,Peru
1874-03-01,19086,1069,Peru
1874-04-01,19714,1047,Peru
1874-05-01,19387,949,Peru
1874-06-01,,,Peru
1874-07-01,18.680999999999997,1157,Peru
1874-08-01,18962,1012,Peru
1874-09-01,19.53,1042,Peru
1874-10-01,19761,977,Peru
1874-11-01,19608,953,Peru
1874-12-01,19.78,1014,Peru
1875-01-01,19.828000000000007,1149,Peru
1875-02-01,19.98,1098,Peru
1875-03-01,19614,1054,Peru
1875-04-01,19358,1017,Peru
1875-05-01,18895,1.06,Peru
1875-06-01,18083,1383,Peru
1875-07-01,18402,1028,Peru
1875-08-01,18332,1028,Peru
1875-09-01,18.61,991,Peru
1875-10-01,19273,1068,Peru
1875-11-01,18983,1084,Peru
1875-12-01,19465,929,Peru
1876-01-01,,,Peru
1876-02-01,,,Peru
1876-03-01,,,Peru
1876-04-01,,,Peru
1876-05-01,,,Peru
1876-06-01,,,Peru
1876-07-01,,,Peru
1876-08-01,,,Peru
1876-09-01,,,Peru
1876-10-01,,,Peru
1876-11-01,,,Peru
1876-12-01,,,Peru
1877-01-01,,,Peru
1877-02-01,,,Peru
1877-03-01,,,Peru
1877-04-01,,,Peru
1877-05-01,,,Peru
1877-06-01,,,Peru
1877-07-01,,,Peru
1877-08-01,,,Peru
1877-09-01,,,Peru
1877-10-01,,,Peru
1877-11-01,,,Peru
1877-12-01,,,Peru
1878-01-01,,,Peru
1878-02-01,,,Peru
1878-03-01,,,Peru
1878-04-01,,,Peru
1878-05-01,,,Peru
1878-06-01,,,Peru
1878-07-01,,,Peru
1878-08-01,,,Peru
1878-09-01,,,Peru
1878-10-01,,,Peru
1878-11-01,,,Peru
1878-12-01,,,Peru
1879-01-01,,,Peru
1879-02-01,,,Peru
1879-03-01,,,Peru
1879-04-01,,,Peru
1879-05-01,,,Peru
1879-06-01,,,Peru
1879-07-01,,,Peru
1879-08-01,,,Peru
1879-09-01,,,Peru
1879-10-01,,,Peru
1879-11-01,,,Peru
1879-12-01,,,Peru
1880-01-01,,,Peru
1880-02-01,,,Peru
1880-03-01,,,Peru
1880-04-01,19.22,983,Peru
1880-05-01,19426,992,Peru
1880-06-01,18798,1.06,Peru
1880-07-01,18.73,1009,Peru
1880-08-01,,,Peru
1880-09-01,,,Peru
1880-10-01,19278,978,Peru
1880-11-01,19.750999999999998,1344,Peru
1880-12-01,19.6,1007,Peru
1881-01-01,,,Peru
1881-02-01,,,Peru
1881-03-01,20.177000000000003,1.02,Peru
1881-04-01,20.035999999999998,1063,Peru
1881-05-01,19.81,1015,Peru
1881-06-01,18321,993,Peru
1881-07-01,18493,908,Peru
1881-08-01,18.91,945,Peru
1881-09-01,19.97,956,Peru
1881-10-01,19764,924,Peru
1881-11-01,19416,962,Peru
1881-12-01,20.541999999999998,1154,Peru
1882-01-01,20.756999999999998,0.99,Peru
1882-02-01,20.499000000000002,1052,Peru
1882-03-01,20.21,976,Peru
1882-04-01,19.08,916,Peru
1882-05-01,19217,945,Peru
1882-06-01,18082,947,Peru
1882-07-01,17882,1084,Peru
1882-08-01,19083,942,Peru
1882-09-01,19494,0.94,Peru
1882-10-01,19281,937,Peru
1882-11-01,19.27,1056,Peru
1882-12-01,18914,926,Peru
1883-01-01,19667,936,Peru
1883-02-01,19.37,995,Peru
1883-03-01,20.148000000000003,1118,Peru
1883-04-01,19.36,1051,Peru
1883-05-01,19268,1079,Peru
1883-06-01,18433,933,Peru
1883-07-01,18.05,885,Peru
1883-08-01,18378,978,Peru
1883-09-01,19033,903,Peru
1883-10-01,19695,1.0590000000000002,Peru
1883-11-01,19016,899,Peru
1883-12-01,19826,938,Peru
1884-01-01,19798,1031,Peru
1884-02-01,19923,905,Peru
1884-03-01,19313,1017,Peru
1884-04-01,18967,1018,Peru
1884-05-01,18274,907,Peru
1884-06-01,17901,983,Peru
1884-07-01,18012,922,Peru
1884-08-01,18996,1.03,Peru
1884-09-01,,,Peru
1884-10-01,19.034000000000002,986,Peru
1884-11-01,19775,1157,Peru
1884-12-01,19832,1.45,Peru
1885-01-01,,,Peru
1885-02-01,,,Peru
1885-03-01,,,Peru
1885-04-01,,,Peru
1885-05-01,,,Peru
1885-06-01,,,Peru
1885-07-01,,,Peru
1885-08-01,,,Peru
1885-09-01,,,Peru
1885-10-01,,,Peru
1885-11-01,,,Peru
1885-12-01,,,Peru
1886-01-01,19424,901,Peru
1886-02-01,18835,1279,Peru
1886-03-01,19035,1.25,Peru
1886-04-01,19.285999999999998,1156,Peru
1886-05-01,18732,897,Peru
1886-06-01,18.194000000000003,1029,Peru
1886-07-01,18338,955,Peru
1886-08-01,18727,914,Peru
1886-09-01,19597,1144,Peru
1886-10-01,19577,1041,Peru
1886-11-01,19559,973,Peru
1886-12-01,20.03,1112,Peru
1887-01-01,18916,1034,Peru
1887-02-01,19333,1094,Peru
1887-03-01,19682,1023,Peru
1887-04-01,19355,902,Peru
1887-05-01,19116,935,Peru
1887-06-01,,,Peru
1887-07-01,,,Peru
1887-08-01,18975,927,Peru
1887-09-01,19413,949,Peru
1887-10-01,19.534000000000002,907,Peru
1887-11-01,19852,1003,Peru
1887-12-01,19701,987,Peru
1888-01-01,19.72,1105,Peru
1888-02-01,19448,1083,Peru
1888-03-01,19451,979,Peru
1888-04-01,19462,0.95,Peru
1888-05-01,18924,956,Peru
1888-06-01,18133,1013,Peru
1888-07-01,18824,924,Peru
1888-08-01,18787,931,Peru
1888-09-01,,,Peru
1888-10-01,,,Peru
1888-11-01,,,Peru
1888-12-01,,,Peru
1889-01-01,,,Peru
1889-02-01,,,Peru
1889-03-01,,,Peru
1889-04-01,,,Peru
1889-05-01,,,Peru
1889-06-01,,,Peru
1889-07-01,,,Peru
1889-08-01,,,Peru
1889-09-01,,,Peru
1889-10-01,,,Peru
1889-11-01,,,Peru
1889-12-01,,,Peru
1890-01-01,,,Peru
1890-02-01,,,Peru
1890-03-01,,,Peru
1890-04-01,,,Peru
1890-05-01,,,Peru
1890-06-01,,,Peru
1890-07-01,,,Peru
1890-08-01,,,Peru
1890-09-01,,,Peru
1890-10-01,,,Peru
1890-11-01,,,Peru
1890-12-01,,,Peru
1891-01-01,19025,1055,Peru
1891-02-01,19919,1245,Peru
1891-03-01,19.785999999999998,925,Peru
1891-04-01,19368,861,Peru
1891-05-01,19246,826,Peru
1891-06-01,18521,807,Peru
1891-07-01,18291,792,Peru
1891-08-01,18921,789,Peru
1891-09-01,19592,0.8170000000000001,Peru
1891-10-01,19234,0.85,Peru
1891-11-01,19595,904,Peru
1891-12-01,19851,0.8440000000000001,Peru
1892-01-01,19809,755,Peru
1892-02-01,20134,772,Peru
1892-03-01,19717,867,Peru
1892-04-01,19235,767,Peru
1892-05-01,18719,784,Peru
1892-06-01,18185,835,Peru
1892-07-01,18.12,0.79,Peru
1892-08-01,18242,936,Peru
1892-09-01,19508,736,Peru
1892-10-01,19505,1047,Peru
1892-11-01,19.41,882,Peru
1892-12-01,19864,885,Peru
1893-01-01,18756,0.64,Peru
1893-02-01,19233,655,Peru
1893-03-01,19.4,1426,Peru
1893-04-01,19.784000000000002,589,Peru
1893-05-01,18667,875,Peru
1893-06-01,17.319000000000003,1829,Peru
1893-07-01,17823,1875,Peru
1893-08-01,18.519000000000002,0.7,Peru
1893-09-01,19527,1027,Peru
1893-10-01,19872,772,Peru
1893-11-01,19.715999999999998,643,Peru
1893-12-01,20448,1321,Peru
1894-01-01,19352,0.84,Peru
1894-02-01,20.05,0.7909999999999999,Peru
1894-03-01,20.177000000000003,871,Peru
1894-04-01,19315,0.84,Peru
1894-05-01,19.144000000000002,0.8690000000000001,Peru
1894-06-01,17.997999999999994,995,Peru
1894-07-01,18188,835,Peru
1894-08-01,18692,785,Peru
1894-09-01,19556,917,Peru
1894-10-01,19.605999999999998,825,Peru
1894-11-01,20.162000000000006,992,Peru
1894-12-01,20062,957,Peru
1895-01-01,19.479000000000006,1043,Peru
1895-02-01,19486,888,Peru
1895-03-01,20.05,746,Peru
1895-04-01,19961,0.86,Peru
1895-05-01,19.144000000000002,836,Peru
1895-06-01,18891,947,Peru
1895-07-01,18562,748,Peru
1895-08-01,19189,835,Peru
1895-09-01,19.944000000000003,1091,Peru
1895-10-01,20023,789,Peru
1895-11-01,19.875999999999998,737,Peru
1895-12-01,20331,954,Peru
1896-01-01,19.828000000000007,963,Peru
1896-02-01,20.194000000000003,754,Peru
1896-03-01,20088,0.8909999999999999,Peru
1896-04-01,19524,828,Peru
1896-05-01,19603,778,Peru
1896-06-01,18567,1009,Peru
1896-07-01,19307,1149,Peru
1896-08-01,19602,928,Peru
1896-09-01,20043,794,Peru
1896-10-01,20252,792,Peru
1896-11-01,19.915000000000006,994,Peru
1896-12-01,20123,773,Peru
1897-01-01,20038,1007,Peru
1897-02-01,20291,879,Peru
1897-03-01,20405,1237,Peru
1897-04-01,20387,758,Peru
1897-05-01,19609,916,Peru
1897-06-01,18805,732,Peru
1897-07-01,18125,1.3730000000000002,Peru
1897-08-01,18.862000000000002,813,Peru
1897-09-01,19553,746,Peru
1897-10-01,19907,0.8490000000000001,Peru
1897-11-01,19.47,889,Peru
1897-12-01,19979,777,Peru
1898-01-01,20.48,955,Peru
1898-02-01,,,Peru
1898-03-01,,,Peru
1898-04-01,19826,925,Peru
1898-05-01,19125,0.8009999999999999,Peru
1898-06-01,18207,1.6569999999999998,Peru
1898-07-01,18507,0.7909999999999999,Peru
1898-08-01,19.089000000000002,1028,Peru
1898-09-01,19155,882,Peru
1898-10-01,19.13,1199,Peru
1898-11-01,19713,899,Peru
1898-12-01,19.41,1012,Peru
1899-01-01,20.319000000000006,966,Peru
1899-02-01,19515,0.7490000000000001,Peru
1899-03-01,19652,871,Peru
1899-04-01,20081,888,Peru
1899-05-01,19071,0.8740000000000001,Peru
1899-06-01,18695,0.8270000000000001,Peru
1899-07-01,18117,999,Peru
1899-08-01,18942,889,Peru
1899-09-01,19.58,968,Peru
1899-10-01,19623,1336,Peru
1899-11-01,20.616999999999997,0.8320000000000001,Peru
1899-12-01,19732,871,Peru
1900-01-01,20111,987,Peru
1900-02-01,20.819000000000003,1046,Peru
1900-03-01,21288,0.8270000000000001,Peru
1900-04-01,20483,1208,Peru
1900-05-01,19781,843,Peru
1900-06-01,18919,1147,Peru
1900-07-01,18459,0.7190000000000001,Peru
1900-08-01,19149,0.74,Peru
1900-09-01,19664,765,Peru
1900-10-01,20327,769,Peru
1900-11-01,20.473000000000006,0.7909999999999999,Peru
1900-12-01,20686,921,Peru
1901-01-01,20413,759,Peru
1901-02-01,20632,992,Peru
1901-03-01,20457,774,Peru
1901-04-01,20192,1038,Peru
1901-05-01,19448,1578,Peru
1901-06-01,18.7,915,Peru
1901-07-01,18423,645,Peru
1901-08-01,19461,1048,Peru
1901-09-01,19645,758,Peru
1901-10-01,19686,731,Peru
1901-11-01,19749,0.54,Peru
1901-12-01,19771,637,Peru
1902-01-01,19939,807,Peru
1902-02-01,19674,0.8079999999999999,Peru
1902-03-01,19811,884,Peru
1902-04-01,19.694000000000003,986,Peru
1902-05-01,19627,1.06,Peru
1902-06-01,18842,1065,Peru
1902-07-01,19323,0.7829999999999999,Peru
1902-08-01,19.55,722,Peru
1902-09-01,19.784000000000002,1.01,Peru
1902-10-01,19822,0.7390000000000001,Peru
1902-11-01,20366,955,Peru
1902-12-01,20141,1.1,Peru
1903-01-01,20.558000000000003,795,Peru
1903-02-01,21392,1172,Peru
1903-03-01,20669,0.65,Peru
1903-04-01,19.680999999999997,741,Peru
1903-05-01,18938,0.8809999999999999,Peru
1903-06-01,18283,633,Peru
1903-07-01,18359,982,Peru
1903-08-01,18481,0.5870000000000001,Peru
1903-09-01,19201,1391,Peru
1903-10-01,19557,665,Peru
1903-11-01,19.512999999999998,578,Peru
1903-12-01,19195,0.7170000000000001,Peru
1904-01-01,19.645000000000003,1.4480000000000002,Peru
1904-02-01,19722,1209,Peru
1904-03-01,19748,1086,Peru
1904-04-01,19.195999999999998,0.7240000000000001,Peru
1904-05-01,19017,1476,Peru
1904-06-01,19137,1.3019999999999998,Peru
1904-07-01,18.22,0.98,Peru
1904-08-01,19.32,1275,Peru
1904-09-01,19535,1114,Peru
1904-10-01,19725,857,Peru
1904-11-01,20324,0.79,Peru
1904-12-01,20208,823,Peru
1905-01-01,20315,1038,Peru
1905-02-01,20.519000000000002,1.24,Peru
1905-03-01,19969,1026,Peru
1905-04-01,20137,0.87,Peru
1905-05-01,19.96,1443,Peru
1905-06-01,19564,1689,Peru
1905-07-01,19399,1798,Peru
1905-08-01,19301,1228,Peru
1905-09-01,19655,1003,Peru
1905-10-01,20021,0.7390000000000001,Peru
1905-11-01,20.53,579,Peru
1905-12-01,19973,0.55,Peru
1906-01-01,20.305999999999997,894,Peru
1906-02-01,20291,1.0590000000000002,Peru
1906-03-01,20257,701,Peru
1906-04-01,20.4,0.7559999999999999,Peru
1906-05-01,19.52,653,Peru
1906-06-01,18.51,0.99,Peru
1906-07-01,18433,626,Peru
1906-08-01,19076,0.64,Peru
1906-09-01,19648,773,Peru
1906-10-01,19551,742,Peru
1906-11-01,20044,998,Peru
1906-12-01,19345,0.5710000000000001,Peru
1907-01-01,19687,0.6679999999999999,Peru
1907-02-01,19467,1268,Peru
1907-03-01,20.337000000000003,512,Peru
1907-04-01,19609,679,Peru
1907-05-01,19241,556,Peru
1907-06-01,18334,0.59,Peru
1907-07-01,18052,629,Peru
1907-08-01,19103,0.9,Peru
1907-09-01,19634,0.7,Peru
1907-10-01,19612,0.6629999999999999,Peru
1907-11-01,19687,1032,Peru
1907-12-01,19695,1042,Peru
1908-01-01,20096,599,Peru
1908-02-01,19.85,0.6609999999999999,Peru
1908-03-01,20038,857,Peru
1908-04-01,19.692999999999998,941,Peru
1908-05-01,19064,1444,Peru
1908-06-01,18761,1218,Peru
1908-07-01,18289,583,Peru
1908-08-01,18665,635,Peru
1908-09-01,19217,0.72,Peru
1908-10-01,18953,0.6970000000000001,Peru
1908-11-01,19218,636,Peru
1908-12-01,19538,627,Peru
1909-01-01,19433,0.7859999999999999,Peru
1909-02-01,19452,0.71,Peru
