dt,AverageTemperature,AverageTemperatureUncertainty,Country
2009-10-01,26427,168,Brazil
2009-11-01,27151,246,Brazil
2009-12-01,25998,161,Brazil
2010-01-01,26.206000000000003,149,Brazil
2010-02-01,26802,106,Brazil
2010-03-01,26728,111,Brazil
2010-04-01,25654,158,Brazil
2010-05-01,25015,141,Brazil
2010-06-01,24.59,208,Brazil
2010-07-01,24.27,173,Brazil
2010-08-01,25101,173,Brazil
2010-09-01,26642,174,Brazil
2010-10-01,26483,152,Brazil
2010-11-01,26.22,116,Brazil
2010-12-01,26038,235,Brazil
2011-01-01,25.636999999999997,236,Brazil
2011-02-01,25659,189,Brazil
2011-03-01,25497,154,Brazil
2011-04-01,25313,204,Brazil
2011-05-01,24551,0.19,Brazil
2011-06-01,24235,257,Brazil
2011-07-01,24.4,153,Brazil
2011-08-01,25565,166,Brazil
2011-09-01,26373,202,Brazil
2011-10-01,26024,92,Brazil
2011-11-01,25.886999999999997,279,Brazil
2011-12-01,26006,336,Brazil
2012-01-01,25399,0.35,Brazil
2012-02-01,25653,221,Brazil
2012-03-01,25783,147,Brazil
2012-04-01,25675,0.17,Brazil
2012-05-01,24891,0.17800000000000002,Brazil
2012-06-01,24.578000000000007,159,Brazil
2012-07-01,24171,241,Brazil
2012-08-01,25349,276,Brazil
2012-09-01,26728,197,Brazil
2012-10-01,27.12,314,Brazil
2012-11-01,26.683000000000003,234,Brazil
2012-12-01,26575,285,Brazil
2013-01-01,26239,301,Brazil
2013-02-01,26217,331,Brazil
2013-03-01,26233,278,Brazil
2013-04-01,25464,253,Brazil
2013-05-01,24906,236,Brazil
2013-06-01,24788,251,Brazil
2013-07-01,24202,201,Brazil
2013-08-01,24736,247,Brazil
2013-09-01,,,Brazil
1743-11-01,5468,1832,Germany
1743-12-01,,,Germany
1744-01-01,,,Germany
1744-02-01,,,Germany
1744-03-01,,,Germany
1744-04-01,8.437999999999999,2.7460000000000004,Germany
1744-05-01,11498,1.53,Germany
1744-06-01,14262,1639,Germany
1744-07-01,16293,1683,Germany
1744-08-01,,,Germany
1744-09-01,13.05,1737,Germany
1744-10-01,8564,1768,Germany
1744-11-01,4164,1569,Germany
1744-12-01,0.06399999999999995,1.81,Germany
1745-01-01,-2466,1812,Germany
1745-02-01,-1641,1538,Germany
1745-03-01,1.9680000000000002,1394,Germany
1745-04-01,6.816000000000002,1426,Germany
1745-05-01,,,Germany
1745-06-01,,,Germany
1745-07-01,,,Germany
1745-08-01,,,Germany
1745-09-01,,,Germany
1745-10-01,,,Germany
1745-11-01,,,Germany
1745-12-01,,,Germany
1746-01-01,,,Germany
1746-02-01,,,Germany
1746-03-01,,,Germany
1746-04-01,,,Germany
1746-05-01,,,Germany
1746-06-01,,,Germany
1746-07-01,,,Germany
1746-08-01,,,Germany
1746-09-01,,,Germany
1746-10-01,,,Germany
1746-11-01,,,Germany
1746-12-01,,,Germany
1747-01-01,,,Germany
1747-02-01,,,Germany
1747-03-01,,,Germany
1747-04-01,,,Germany
1747-05-01,,,Germany
1747-06-01,,,Germany
1747-07-01,,,Germany
1747-08-01,,,Germany
1747-09-01,,,Germany
1747-10-01,,,Germany
1747-11-01,,,Germany
1747-12-01,,,Germany
1748-01-01,,,Germany
1748-02-01,,,Germany
1748-03-01,,,Germany
1748-04-01,,,Germany
1748-05-01,,,Germany
1748-06-01,,,Germany
1748-07-01,,,Germany
1748-08-01,,,Germany
1748-09-01,,,Germany
1748-10-01,,,Germany
1748-11-01,,,Germany
1748-12-01,,,Germany
1749-01-01,,,Germany
1749-02-01,,,Germany
1749-03-01,,,Germany
1749-04-01,,,Germany
1749-05-01,,,Germany
1749-06-01,,,Germany
1749-07-01,,,Germany
1749-08-01,,,Germany
1749-09-01,,,Germany
1749-10-01,,,Germany
1749-11-01,,,Germany
1749-12-01,,,Germany
1750-01-01,-447,1.2990000000000002,Germany
1750-02-01,3333,2141,Germany
1750-03-01,6353,2647,Germany
1750-04-01,7956,1263,Germany
1750-05-01,12218,1611,Germany
1750-06-01,15.485999999999999,1.5219999999999998,Germany
1750-07-01,18512,1503,Germany
1750-08-01,16788,1264,Germany
1750-09-01,13.359000000000002,1352,Germany
1750-10-01,6.09,1477,Germany
1750-11-01,,,Germany
1750-12-01,-223,1754,Germany
1751-01-01,-1.12,1.79,Germany
1751-02-01,-2.51,2256,Germany
1751-03-01,5.0859999999999985,1804,Germany
1751-04-01,6.3839999999999995,1374,Germany
1751-05-01,,,Germany
1751-06-01,16229,1695,Germany
1751-07-01,17459,1328,Germany
1751-08-01,17454,1221,Germany
1751-09-01,12492,1192,Germany
1751-10-01,,,Germany
1751-11-01,,,Germany
1751-12-01,,,Germany
1752-01-01,-1.1,2655,Germany
1752-02-01,,,Germany
1752-03-01,4302,1971,Germany
1752-04-01,7.25,2194,Germany
1752-05-01,,,Germany
1752-06-01,,,Germany
1752-07-01,,,Germany
1752-08-01,,,Germany
1752-09-01,,,Germany
1752-10-01,8423,1.85,Germany
1752-11-01,4.9209999999999985,1602,Germany
1752-12-01,1646,1671,Germany
1753-01-01,-3234,8042,Germany
1753-02-01,-0.36700000000000005,3474,Germany
1753-03-01,4939,3458,Germany
1753-04-01,8.075000000000001,7445,Germany
1753-05-01,12.392000000000001,1.91,Germany
1753-06-01,16.75,3197,Germany
1753-07-01,17692,2121,Germany
1753-08-01,16026,7683,Germany
1753-09-01,13874,1.4,Germany
1753-10-01,9046,1775,Germany
1753-11-01,2.3119999999999994,3178,Germany
1753-12-01,-1.1549999999999998,4573,Germany
1754-01-01,-1733,2334,Germany
1754-02-01,-1735,4673,Germany
1754-03-01,0.2509999999999999,4105,Germany
1754-04-01,6.9479999999999995,8088,Germany
1754-05-01,13333,3674,Germany
1754-06-01,15815,1.35,Germany
1754-07-01,16097,3077,Germany
1754-08-01,16.852999999999998,5.2120000000000015,Germany
1754-09-01,13017,3733,Germany
1754-10-01,9527,2.2030000000000003,Germany
1754-11-01,4297,2009,Germany
1754-12-01,448,2728,Germany
1755-01-01,-5.9700000000000015,6107,Germany
1755-02-01,-4718,4.8,Germany
1755-03-01,2259,4958,Germany
1755-04-01,10475,5.127000000000002,Germany
1755-05-01,12.152000000000001,3395,Germany
1755-06-01,18031,3947,Germany
1755-07-01,17555,2047,Germany
1755-08-01,15667,3427,Germany
1755-09-01,12.392999999999999,1183,Germany
1755-10-01,7818,8071,Germany
1755-11-01,3.3559999999999994,8246,Germany
1755-12-01,1222,8877,Germany
1756-01-01,1733,5915,Germany
1756-02-01,2.23,4.7410000000000005,Germany
1756-03-01,3952,8032,Germany
1756-04-01,6.4670000000000005,2637,Germany
1756-05-01,11.61,6.46,Germany
1756-06-01,18014,3872,Germany
1756-07-01,18377,2632,Germany
1756-08-01,16192,10358,Germany
1756-09-01,14623,3.83,Germany
1756-10-01,8259,3774,Germany
1756-11-01,1.5789999999999995,4997,Germany
1756-12-01,-2131,2946,Germany
1757-01-01,-3.0189999999999997,3134,Germany
1757-02-01,0.6829999999999999,5126,Germany
1757-03-01,3577,4.81,Germany
1757-04-01,8.575000000000001,7147,Germany
1757-05-01,12189,3994,Germany
1757-06-01,17345,4474,Germany
1757-07-01,20889,7.582000000000002,Germany
1757-08-01,17448,5409,Germany
1757-09-01,12169,9203,Germany
1757-10-01,4529,12322,Germany
1757-11-01,4239,5674,Germany
1757-12-01,-1.3210000000000002,11.35,Germany
1758-01-01,-4647,1.87,Germany
1758-02-01,-478,3698,Germany
1758-03-01,3.3080000000000003,5.28,Germany
1758-04-01,6312,9.31,Germany
1758-05-01,13927,6317,Germany
1758-06-01,16734,6153,Germany
1758-07-01,15532,9.54,Germany
1758-08-01,17088,7.917000000000002,Germany
1758-09-01,11.780999999999999,3638,Germany
1758-10-01,6.4700000000000015,13085,Germany
1758-11-01,3302,10261,Germany
1758-12-01,624,6689,Germany
1759-01-01,1416,7277,Germany
1759-02-01,2087,9066,Germany
1759-03-01,4.29,3778,Germany
1759-04-01,7.662000000000001,6901,Germany
1759-05-01,11564,3654,Germany
1759-06-01,16699,6925,Germany
1759-07-01,19504,5275,Germany
1759-08-01,17486,8093,Germany
1759-09-01,13549,7115,Germany
1759-10-01,9287,5386,Germany
1759-11-01,0.5089999999999995,7181,Germany
1759-12-01,-3.1,10684,Germany
1760-01-01,-2846,5198,Germany
1760-02-01,-919,3713,Germany
1760-03-01,2051,10695,Germany
1760-04-01,8204,7.463999999999999,Germany
1760-05-01,12.8,4544,Germany
1760-06-01,16904,2825,Germany
1760-07-01,17651,4.9060000000000015,Germany
1760-08-01,16.830000000000002,9019,Germany
1760-09-01,14.6,6319,Germany
1760-10-01,8617,5739,Germany
1760-11-01,3767,3767,Germany
1760-12-01,2903,3.12,Germany
1761-01-01,-1521,8022,Germany
1761-02-01,2105,4.2360000000000015,Germany
1761-03-01,5738,1.5719999999999998,Germany
1761-04-01,7.4060000000000015,4684,Germany
1761-05-01,14157,5.55,Germany
1761-06-01,17.555999999999997,2364,Germany
1761-07-01,17424,6.882999999999999,Germany
1761-08-01,18497,3671,Germany
1761-09-01,15239,4404,Germany
1761-10-01,6.216000000000001,5806,Germany
1761-11-01,3314,2411,Germany
1761-12-01,-2977,1787,Germany
1762-01-01,0.7490000000000001,2969,Germany
1762-02-01,-0.07,9269,Germany
1762-03-01,0.4510000000000001,5586,Germany
1762-04-01,10119,4307,Germany
1762-05-01,13.53,7209,Germany
1762-06-01,16.432000000000002,7524,Germany
1762-07-01,18141,3073,Germany
1762-08-01,15.395999999999999,3136,Germany
1762-09-01,13182,9593,Germany
1762-10-01,5.893000000000002,4715,Germany
1762-11-01,2614,2341,Germany
1762-12-01,-2.7660000000000005,7112,Germany
1763-01-01,-5591,6.877999999999999,Germany
1763-02-01,2.81,5.4289999999999985,Germany
1763-03-01,2.08,8231,Germany
1763-04-01,6.5680000000000005,2.06,Germany
1763-05-01,11363,3188,Germany
1763-06-01,15624,6.8039999999999985,Germany
1763-07-01,17785,2373,Germany
1763-08-01,17915,3.46,Germany
1763-09-01,12325,3157,Germany
1763-10-01,6474,7152,Germany
1763-11-01,2897,3949,Germany
1763-12-01,2295,2346,Germany
1764-01-01,1.7960000000000005,6.0310000000000015,Germany
1764-02-01,3.19,3.4730000000000003,Germany
1764-03-01,2133,3829,Germany
1764-04-01,6.901000000000002,5.2029999999999985,Germany
1764-05-01,14243,8258,Germany
1764-06-01,14868,3339,Germany
1764-07-01,18833,6046,Germany
1764-08-01,15753,1569,Germany
1764-09-01,11661,5614,Germany
1764-10-01,6888,3049,Germany
1764-11-01,2552,3716,Germany
1764-12-01,-0.29300000000000004,4549,Germany
1765-01-01,0.8269999999999998,11367,Germany
1765-02-01,-2.92,4877,Germany
1765-03-01,5077,3332,Germany
1765-04-01,8.158999999999999,1857,Germany
1765-05-01,11.119000000000002,2705,Germany
1765-06-01,16052,3417,Germany
1765-07-01,15.479000000000001,4575,Germany
1765-08-01,17361,3164,Germany
1765-09-01,12.635000000000002,1.7919999999999998,Germany
1765-10-01,8802,1074,Germany
1765-11-01,3.1579999999999995,4152,Germany
1765-12-01,-1.1340000000000001,2.68,Germany
1766-01-01,-3.7710000000000004,8154,Germany
1766-02-01,-1.4409999999999998,4796,Germany
1766-03-01,3531,3198,Germany
1766-04-01,9285,3901,Germany
1766-05-01,13.15,2217,Germany
1766-06-01,16261,8168,Germany
1766-07-01,17058,4.6110000000000015,Germany
1766-08-01,16893,3813,Germany
1766-09-01,13.937999999999999,4265,Germany
1766-10-01,7.6579999999999995,2247,Germany
1766-11-01,3843,5864,Germany
1766-12-01,-1394,4016,Germany
1767-01-01,-7.856000000000001,7364,Germany
1767-02-01,2623,8975,Germany
1767-03-01,3175,9.49,Germany
1767-04-01,5644,7.1,Germany
1767-05-01,10964,2564,Germany
1767-06-01,14.5,4186,Germany
1767-07-01,17028,4513,Germany
1767-08-01,17323,2426,Germany
1767-09-01,13947,4586,Germany
1767-10-01,8329,3053,Germany
1767-11-01,5718,9156,Germany
1767-12-01,-2151,6277,Germany
1768-01-01,-5.1960000000000015,13954,Germany
1768-02-01,-693,10085,Germany
1768-03-01,1.3859999999999997,7.2010000000000005,Germany
1768-04-01,7227,4.1960000000000015,Germany
1768-05-01,12.299000000000001,3.05,Germany
1768-06-01,15525,5349,Germany
1768-07-01,17.64,5.4620000000000015,Germany
1768-08-01,16985,1629,Germany
1768-09-01,12.31,5244,Germany
1768-10-01,7.3210000000000015,5.72,Germany
1768-11-01,3767,6154,Germany
1768-12-01,391,8.15,Germany
1769-01-01,0.21800000000000008,7114,Germany
1769-02-01,-34,4032,Germany
1769-03-01,3014,6.417999999999998,Germany
1769-04-01,7854,6812,Germany
1769-05-01,11.83,9902,Germany
1769-06-01,14.95,5188,Germany
1769-07-01,17276,6216,Germany
1769-08-01,16021,6057,Germany
1769-09-01,13622,1391,Germany
1769-10-01,4.425000000000002,3004,Germany
1769-11-01,3668,1578,Germany
1769-12-01,0.6849999999999999,4604,Germany
1770-01-01,-1869,8101,Germany
1770-02-01,-64,4385,Germany
1770-03-01,0.20100000000000007,5.2429999999999986,Germany
1770-04-01,5.62,13712,Germany
1770-05-01,12388,2012,Germany
1770-06-01,14.959000000000001,4738,Germany
1770-07-01,16701,9243,Germany
1770-08-01,17.266000000000002,5.252000000000002,Germany
1770-09-01,14.84,3989,Germany
1770-10-01,8103,5779,Germany
1770-11-01,3.5369999999999995,7.832000000000002,Germany
1770-12-01,1793,10872,Germany
1771-01-01,-2353,8869,Germany
1771-02-01,-2523,4923,Germany
1771-03-01,-0.41300000000000026,9036,Germany
1771-04-01,3.6489999999999996,8052,Germany
1771-05-01,14693,12936,Germany
1771-06-01,15.539000000000001,3407,Germany
1771-07-01,16836,1937,Germany
1771-08-01,15363,2892,Germany
1771-09-01,13273,2168,Germany
1771-10-01,8282,1.6869999999999998,Germany
1771-11-01,1.3629999999999995,5.212999999999999,Germany
1771-12-01,1601,4713,Germany
1772-01-01,-1.3419999999999999,9795,Germany
1772-02-01,1491,11.51,Germany
1772-03-01,3824,4.8039999999999985,Germany
1772-04-01,6.502000000000002,5.1389999999999985,Germany
1772-05-01,10207,1836,Germany
1772-06-01,16972,5689,Germany
1772-07-01,17105,3511,Germany
1772-08-01,16896,5149,Germany
1772-09-01,14514,3.79,Germany
1772-10-01,9.97,2965,Germany
1772-11-01,5751,6409,Germany
1772-12-01,1395,4268,Germany
1773-01-01,1225,2485,Germany
1773-02-01,-1.1270000000000002,3.61,Germany
1773-03-01,2.8110000000000004,2373,Germany
1773-04-01,7.6800000000000015,4053,Germany
1773-05-01,13364,4168,Germany
1773-06-01,15288,1824,Germany
1773-07-01,16.569000000000003,2501,Germany
1773-08-01,17066,2497,Germany
1773-09-01,14184,2248,Germany
1773-10-01,9.83,2104,Germany
1773-11-01,4007,7795,Germany
1773-12-01,2523,6648,Germany
1774-01-01,-1816,9518,Germany
1774-02-01,1.0290000000000001,8442,Germany
1774-03-01,4948,3015,Germany
1774-04-01,9176,6.16,Germany
1774-05-01,12.604000000000001,2752,Germany
1774-06-01,16.580000000000002,8291,Germany
1774-07-01,16942,8.232999999999999,Germany
1774-08-01,17.272000000000002,3.4330000000000003,Germany
1774-09-01,12307,3833,Germany
1774-10-01,7.9460000000000015,5331,Germany
1774-11-01,-0.9330000000000008,8384,Germany
1774-12-01,-1959,6159,Germany
1775-01-01,-871,5586,Germany
1775-02-01,3495,5.3889999999999985,Germany
1775-03-01,4649,2285,Germany
1775-04-01,6607,1429,Germany
1775-05-01,11497,3984,Germany
1775-06-01,18179,5871,Germany
1775-07-01,18403,1.71,Germany
1775-08-01,18202,1907,Germany
1775-09-01,15327,3727,Germany
1775-10-01,8935,3359,Germany
1775-11-01,2.3959999999999995,7353,Germany
1775-12-01,589,2121,Germany
1776-01-01,-7164,6871,Germany
1776-02-01,2093,4313,Germany
1776-03-01,4.5939999999999985,3577,Germany
1776-04-01,7599,1167,Germany
1776-05-01,10421,4544,Germany
1776-06-01,16369,3571,Germany
1776-07-01,18336,3124,Germany
1776-08-01,17.285999999999998,4922,Germany
1776-09-01,12.995999999999999,3563,Germany
1776-10-01,7901,3412,Germany
1776-11-01,2.8589999999999995,7.087999999999999,Germany
1776-12-01,-0.5820000000000001,3751,Germany
1777-01-01,-2702,4159,Germany
1777-02-01,-1833,5.5379999999999985,Germany
1777-03-01,3999,2297,Germany
1777-04-01,5682,2029,Germany
1777-05-01,12.47,3986,Germany
1777-06-01,15.187999999999999,3128,Germany
1777-07-01,16377,1921,Germany
1777-08-01,17.548000000000002,2069,Germany
1777-09-01,12799,5275,Germany
1777-10-01,8685,5.5920000000000005,Germany
1777-11-01,4909,2388,Germany
1777-12-01,-0.8380000000000002,2261,Germany
1778-01-01,-1454,3197,Germany
1778-02-01,-1.0850000000000002,4.9430000000000005,Germany
1778-03-01,3.44,4735,Germany
1778-04-01,9432,1.54,Germany
1778-05-01,13945,3.3080000000000003,Germany
1778-06-01,15901,6638,Germany
1778-07-01,19792,1.4369999999999998,Germany
1778-08-01,18136,4.1930000000000005,Germany
1778-09-01,11.745999999999999,1716,Germany
1778-10-01,6.377000000000002,7.532999999999999,Germany
1778-11-01,4613,5024,Germany
1778-12-01,3655,3667,Germany
1779-01-01,-3542,4405,Germany
1779-02-01,3014,9614,Germany
1779-03-01,5316,4716,Germany
1779-04-01,10163,4148,Germany
1779-05-01,14181,2326,Germany
1779-06-01,14995,4378,Germany
1779-07-01,17798,2714,Germany
1779-08-01,18637,4117,Germany
1779-09-01,15.446000000000002,2802,Germany
1779-10-01,10636,3782,Germany
1779-11-01,4342,2814,Germany
1779-12-01,2.6510000000000002,10614,Germany
1780-01-01,-4.0,5.9270000000000005,Germany
1780-02-01,-2.0869999999999997,3669,Germany
1780-03-01,6568,1.4980000000000002,Germany
1780-04-01,6601,3283,Germany
1780-05-01,13403,2898,Germany
1780-06-01,15682,5.8420000000000005,Germany
1780-07-01,17676,2306,Germany
1780-08-01,18.680999999999997,5256,Germany
1780-09-01,13683,4463,Germany
1780-10-01,9479,2.6860000000000004,Germany
1780-11-01,2.8249999999999997,2819,Germany
1780-12-01,-1.2999999999999998,2569,Germany
1781-01-01,-1715,8346,Germany
1781-02-01,1252,12.244000000000002,Germany
1781-03-01,4684,1484,Germany
1781-04-01,9755,3091,Germany
1781-05-01,13.790999999999999,3362,Germany
1781-06-01,17732,1781,Germany
1781-07-01,18437,3645,Germany
1781-08-01,19.42,1.02,Germany
1781-09-01,15383,6886,Germany
1781-10-01,7277,1172,Germany
1781-11-01,3672,2.5610000000000004,Germany
1781-12-01,342,7.58,Germany
1782-01-01,1117,4793,Germany
1782-02-01,-3.3110000000000004,9665,Germany
1782-03-01,2366,2625,Germany
1782-04-01,6.492000000000001,4918,Germany
1782-05-01,11898,4183,Germany
1782-06-01,17355,3559,Germany
1782-07-01,19.019000000000002,5.83,Germany
1782-08-01,16722,3837,Germany
1782-09-01,13833,3.98,Germany
1782-10-01,6.210000000000001,4707,Germany
1782-11-01,0.12499999999999956,9682,Germany
1782-12-01,-0.6919999999999998,6737,Germany
1783-01-01,1371,9851,Germany
1783-02-01,2.7910000000000004,5392,Germany
1783-03-01,1.5699999999999998,3354,Germany
1783-04-01,8486,1968,Germany
1783-05-01,13563,6.0360000000000005,Germany
1783-06-01,17241,2257,Germany
1783-07-01,19771,2.4290000000000003,Germany
1783-08-01,17721,2386,Germany
1783-09-01,14.446000000000002,4.8580000000000005,Germany
1783-10-01,9238,4936,Germany
1783-11-01,3199,3072,Germany
1783-12-01,-2.9760000000000004,3485,Germany
1784-01-01,-6615,11757,Germany
1784-02-01,-3.3369999999999997,9291,Germany
1784-03-01,0.9319999999999996,4888,Germany
1784-04-01,4756,9353,Germany
1784-05-01,14415,2.4730000000000003,Germany
1784-06-01,16.362000000000002,2639,Germany
1784-07-01,17468,5.6179999999999986,Germany
1784-08-01,16.39,8224,Germany
1784-09-01,14857,6.26,Germany
1784-10-01,5.367000000000001,5.4110000000000005,Germany
1784-11-01,4154,2745,Germany
1784-12-01,-1865,3434,Germany
1785-01-01,-1.81,4847,Germany
1785-02-01,-3259,6961,Germany
1785-03-01,-3.3360000000000003,4928,Germany
1785-04-01,4.476000000000001,3701,Germany
1785-05-01,11546,5.457999999999998,Germany
1785-06-01,15252,5.332999999999998,Germany
1785-07-01,16676,4816,Germany
1785-08-01,15754,4.3889999999999985,Germany
1785-09-01,15068,2393,Germany
1785-10-01,7778,3637,Germany
1785-11-01,3789,5232,Germany
1785-12-01,-0.8730000000000001,2551,Germany
1786-01-01,-0.7659999999999999,3.1460000000000004,Germany
1786-02-01,-0.5820000000000001,2712,Germany
1786-03-01,0.2610000000000001,7642,Germany
1786-04-01,8996,4.5710000000000015,Germany
1786-05-01,11508,4699,Germany
1786-06-01,16.798000000000002,1812,Germany
1786-07-01,15448,5.377999999999999,Germany
1786-08-01,15562,8.392999999999999,Germany
1786-09-01,11834,9213,Germany
1786-10-01,5.8530000000000015,1885,Germany
1786-11-01,-0.4820000000000002,6881,Germany
1786-12-01,-0.2490000000000001,3374,Germany
1787-01-01,-2656,4895,Germany
1787-02-01,1.5719999999999998,4726,Germany
1787-03-01,4.9110000000000005,4393,Germany
1787-04-01,6.324000000000002,3286,Germany
1787-05-01,11001,5909,Germany
1787-06-01,16531,5039,Germany
1787-07-01,16.589000000000002,7.88,Germany
1787-08-01,17.09,6121,Germany
1787-09-01,13402,3692,Germany
1787-10-01,10037,8689,Germany
1787-11-01,3654,1351,Germany
1787-12-01,2129,4724,Germany
1788-01-01,455,2222,Germany
1788-02-01,71,7569,Germany
1788-03-01,1972,4252,Germany
1788-04-01,7881,4489,Germany
1788-05-01,13.424000000000001,2527,Germany
1788-06-01,17012,2886,Germany
1788-07-01,19503,5175,Germany
1788-08-01,16123,2454,Germany
1788-09-01,14794,1737,Germany
1788-10-01,7608,3228,Germany
1788-11-01,1376,3532,Germany
1788-12-01,-6971,6148,Germany
1789-01-01,-4.1819999999999995,7191,Germany
1789-02-01,1791,4761,Germany
1789-03-01,-1739,5083,Germany
1789-04-01,7.7970000000000015,3255,Germany
1789-05-01,14.970999999999998,4643,Germany
1789-06-01,14911,1975,Germany
1789-07-01,17.569000000000003,3417,Germany
1789-08-01,17162,1901,Germany
1789-09-01,13489,1666,Germany
1789-10-01,8.31,4074,Germany
1789-11-01,3.2189999999999994,1324,Germany
1789-12-01,2164,2593,Germany
1790-01-01,0.4759999999999999,5385,Germany
1790-02-01,2.8680000000000003,5.752999999999999,Germany
1790-03-01,4.32,2.82,Germany
1790-04-01,5626,3763,Germany
1790-05-01,14.07,2107,Germany
1790-06-01,16223,2.55,Germany
1790-07-01,15731,2197,Germany
1790-08-01,16.641000000000002,2267,Germany
1790-09-01,12207,2.92,Germany
1790-10-01,7.922999999999999,3511,Germany
1790-11-01,2.78,1917,Germany
1790-12-01,1001,10292,Germany
1791-01-01,2097,8508,Germany
1791-02-01,1.1609999999999998,2822,Germany
1791-03-01,4177,4239,Germany
1791-04-01,9759,2999,Germany
1791-05-01,11.652999999999999,2341,Germany
1791-06-01,15517,2991,Germany
1791-07-01,17565,2317,Germany
1791-08-01,18.36,1211,Germany
1791-09-01,12897,2835,Germany
1791-10-01,8093,1471,Germany
1791-11-01,1.7009999999999996,2949,Germany
1791-12-01,621,2.37,Germany
1792-01-01,-1307,6108,Germany
1792-02-01,-1125,3911,Germany
1792-03-01,3871,2276,Germany
1792-04-01,9.302999999999999,2661,Germany
